Gate_to_Gate_Ratio, NP_Ratio_1, NP_Ratio_2, Buffer_Gate_Delay
             3.500,      1.410,      1.600, 5.10E+00
             3.500,      1.420,      1.600, 5.10E+00
             3.500,      1.420,      1.600, 5.10E+00
             3.500,      1.430,      1.600, 5.10E+00
             3.500,      1.440,      1.600, 5.10E+00
             3.500,      1.440,      1.600, 5.10E+00
             3.500,      1.450,      1.600, 5.10E+00
             3.500,      1.480,      1.600, 5.10E+00
             3.500,      1.500,      1.600, 5.10E+00
             3.500,      1.500,      1.600, 5.10E+00
             3.500,      1.500,      1.600, 5.10E+00
             3.500,      1.500,      1.600, 5.10E+00
             3.500,      1.520,      1.600, 5.10E+00
             3.500,      1.600,      1.600, 5.10E+00
             3.500,      1.600,      1.600, 5.10E+00
             3.500,      1.700,      1.600, 5.10E+00
             3.500,      1.800,      1.600, 5.10E+00
             3.500,      1.380,      1.610, 5.11E+00
             3.500,      1.390,      1.610, 5.11E+00
             3.500,      1.400,      1.610, 5.11E+00
             3.500,      1.410,      1.610, 5.11E+00
             3.500,      1.420,      1.610, 5.11E+00
             3.500,      1.430,      1.610, 5.11E+00
             3.500,      1.440,      1.610, 5.11E+00
             3.500,      1.450,      1.610, 5.11E+00
             3.500,      1.100,      1.620, 5.12E+00
             3.500,      1.200,      1.620, 5.12E+00
             3.500,      1.300,      1.620, 5.12E+00
             3.500,      1.380,      1.620, 5.12E+00
             3.500,      1.380,      1.620, 5.12E+00
             3.500,      1.390,      1.620, 5.12E+00
             3.500,      1.400,      1.620, 5.12E+00
             3.500,      1.400,      1.620, 5.12E+00
             3.500,      1.400,      1.620, 5.12E+00
             3.500,      1.410,      1.620, 5.12E+00
             3.500,      1.420,      1.620, 5.12E+00
             3.500,      1.420,      1.620, 5.12E+00
             3.500,      1.430,      1.620, 5.12E+00
             3.500,      1.440,      1.620, 5.12E+00
             3.500,      1.440,      1.620, 5.12E+00
             3.500,      1.450,      1.620, 5.12E+00
             3.500,      1.480,      1.620, 5.12E+00
             3.500,      1.500,      1.620, 5.12E+00
             3.500,      1.500,      1.620, 5.12E+00
             3.500,      1.520,      1.620, 5.12E+00
             3.500,      1.600,      1.620, 5.12E+00
             3.500,      1.100,      1.640, 5.14E+00
             3.500,      1.200,      1.640, 5.14E+00
             3.500,      1.300,      1.640, 5.14E+00
             3.500,      1.380,      1.640, 5.14E+00
             3.500,      1.380,      1.640, 5.14E+00
             3.500,      1.390,      1.640, 5.14E+00
             3.500,      1.400,      1.640, 5.14E+00
             3.500,      1.400,      1.640, 5.14E+00
             3.500,      1.400,      1.640, 5.14E+00
             3.500,      1.410,      1.640, 5.14E+00
             3.500,      1.420,      1.640, 5.14E+00
             3.500,      1.420,      1.640, 5.14E+00
             3.500,      1.430,      1.640, 5.14E+00
             3.500,      1.440,      1.640, 5.14E+00
             3.500,      1.440,      1.640, 5.14E+00
             3.500,      1.450,      1.640, 5.14E+00
             3.500,      1.480,      1.640, 5.14E+00
             3.500,      1.500,      1.640, 5.14E+00
             3.500,      1.500,      1.640, 5.14E+00
             3.500,      1.520,      1.640, 5.14E+00
             3.500,      1.600,      1.640, 5.14E+00
             3.500,      1.100,      1.680, 5.18E+00
             3.500,      1.200,      1.680, 5.18E+00
             3.500,      1.300,      1.680, 5.18E+00
             3.500,      1.380,      1.680, 5.18E+00
             3.500,      1.400,      1.680, 5.18E+00
             3.500,      1.400,      1.680, 5.18E+00
             3.500,      1.420,      1.680, 5.18E+00
             3.500,      1.440,      1.680, 5.18E+00
             3.500,      1.480,      1.680, 5.18E+00
             3.500,      1.500,      1.680, 5.18E+00
             3.500,      1.500,      1.680, 5.18E+00
             3.500,      1.520,      1.680, 5.18E+00
             3.500,      1.600,      1.680, 5.18E+00
             3.500,      1.000,      1.700, 5.20E+00
             3.500,      1.100,      1.700, 5.20E+00
             3.500,      1.100,      1.700, 5.20E+00
             3.500,      1.100,      1.700, 5.20E+00
             3.500,      1.200,      1.700, 5.20E+00
             3.500,      1.200,      1.700, 5.20E+00
             3.500,      1.200,      1.700, 5.20E+00
             3.500,      1.300,      1.700, 5.20E+00
             3.500,      1.300,      1.700, 5.20E+00
             3.500,      1.300,      1.700, 5.20E+00
             3.500,      1.380,      1.700, 5.20E+00
             3.500,      1.400,      1.700, 5.20E+00
             3.500,      1.400,      1.700, 5.20E+00
             3.500,      1.400,      1.700, 5.20E+00
             3.500,      1.400,      1.700, 5.20E+00
             3.500,      1.420,      1.700, 5.20E+00
             3.500,      1.440,      1.700, 5.20E+00
             3.500,      1.480,      1.700, 5.20E+00
             3.500,      1.500,      1.700, 5.20E+00
             3.500,      1.500,      1.700, 5.20E+00
             3.500,      1.500,      1.700, 5.20E+00
             3.500,      1.500,      1.700, 5.20E+00
             3.500,      1.520,      1.700, 5.20E+00
             3.500,      1.600,      1.700, 5.20E+00
             3.500,      1.600,      1.700, 5.20E+00
             3.500,      1.700,      1.700, 5.20E+00
             3.500,      1.800,      1.700, 5.20E+00
             3.500,      1.100,      1.720, 5.22E+00
             3.500,      1.200,      1.720, 5.22E+00
             3.500,      1.300,      1.720, 5.22E+00
             3.500,      1.380,      1.720, 5.22E+00
             3.500,      1.400,      1.720, 5.22E+00
             3.500,      1.400,      1.720, 5.22E+00
             3.500,      1.420,      1.720, 5.22E+00
             3.500,      1.440,      1.720, 5.22E+00
             3.500,      1.480,      1.720, 5.22E+00
             3.500,      1.500,      1.720, 5.22E+00
             3.500,      1.500,      1.720, 5.22E+00
             3.500,      1.520,      1.720, 5.22E+00
             3.500,      1.600,      1.720, 5.22E+00
             3.500,      1.000,      1.800, 5.30E+00
             3.500,      1.100,      1.800, 5.30E+00
             3.500,      1.100,      1.800, 5.30E+00
             3.500,      1.200,      1.800, 5.30E+00
             3.500,      1.200,      1.800, 5.30E+00
             3.500,      1.300,      1.800, 5.30E+00
             3.500,      1.300,      1.800, 5.30E+00
             3.500,      1.400,      1.800, 5.30E+00
             3.500,      1.400,      1.800, 5.30E+00
             3.500,      1.500,      1.800, 5.30E+00
             3.500,      1.500,      1.800, 5.30E+00
             3.500,      1.600,      1.800, 5.30E+00
             3.500,      1.700,      1.800, 5.30E+00
             3.500,      1.800,      1.800, 5.30E+00
             3.500,      1.000,      1.900, 5.40E+00
             3.500,      1.100,      1.900, 5.40E+00
             3.500,      1.200,      1.900, 5.40E+00
             3.500,      1.300,      1.900, 5.40E+00
             3.500,      1.400,      1.900, 5.40E+00
             3.500,      1.500,      1.900, 5.40E+00
             3.500,      1.000,      2.000, 5.50E+00
             3.500,      1.100,      2.000, 5.50E+00
             3.500,      1.200,      2.000, 5.50E+00
             3.500,      1.300,      2.000, 5.50E+00
             3.500,      1.400,      2.000, 5.50E+00
             3.500,      1.500,      2.000, 5.50E+00
             3.600,      1.100,      1.100, 4.70E+00
             3.600,      1.200,      1.100, 4.70E+00
             3.600,      1.300,      1.100, 4.70E+00
             3.600,      1.400,      1.100, 4.70E+00
             3.600,      1.500,      1.100, 4.70E+00
             3.600,      1.600,      1.100, 4.70E+00
             3.600,      1.700,      1.100, 4.70E+00
             3.600,      1.800,      1.100, 4.70E+00
             3.600,      1.100,      1.200, 4.80E+00
             3.600,      1.200,      1.200, 4.80E+00
             3.600,      1.300,      1.200, 4.80E+00
             3.600,      1.400,      1.200, 4.80E+00
             3.600,      1.500,      1.200, 4.80E+00
             3.600,      1.600,      1.200, 4.80E+00
             3.600,      1.700,      1.200, 4.80E+00
             3.600,      1.800,      1.200, 4.80E+00
             3.600,      1.100,      1.300, 4.90E+00
             3.600,      1.200,      1.300, 4.90E+00
             3.600,      1.300,      1.300, 4.90E+00
             3.600,      1.400,      1.300, 4.90E+00
             3.600,      1.500,      1.300, 4.90E+00
             3.600,      1.600,      1.300, 4.90E+00
             3.600,      1.700,      1.300, 4.90E+00
             3.600,      1.800,      1.300, 4.90E+00
             3.600,      1.100,      1.400, 5.00E+00
             3.600,      1.200,      1.400, 5.00E+00
             3.600,      1.300,      1.400, 5.00E+00
             3.600,      1.400,      1.400, 5.00E+00
             3.600,      1.500,      1.400, 5.00E+00
             3.600,      1.600,      1.400, 5.00E+00
             3.600,      1.700,      1.400, 5.00E+00
             3.600,      1.800,      1.400, 5.00E+00
             3.600,      1.000,      1.500, 5.10E+00
             3.600,      1.100,      1.500, 5.10E+00
             3.600,      1.100,      1.500, 5.10E+00
             3.600,      1.200,      1.500, 5.10E+00
             3.600,      1.200,      1.500, 5.10E+00
             3.600,      1.300,      1.500, 5.10E+00
             3.600,      1.300,      1.500, 5.10E+00
             3.600,      1.400,      1.500, 5.10E+00
             3.600,      1.400,      1.500, 5.10E+00
             3.600,      1.500,      1.500, 5.10E+00
             3.600,      1.500,      1.500, 5.10E+00
             3.600,      1.600,      1.500, 5.10E+00
             3.600,      1.700,      1.500, 5.10E+00
             3.600,      1.800,      1.500, 5.10E+00
             3.600,      1.100,      1.580, 5.18E+00
             3.600,      1.200,      1.580, 5.18E+00
             3.600,      1.300,      1.580, 5.18E+00
             3.600,      1.380,      1.580, 5.18E+00
             3.600,      1.380,      1.580, 5.18E+00
             3.600,      1.390,      1.580, 5.18E+00
             3.600,      1.400,      1.580, 5.18E+00
             3.600,      1.400,      1.580, 5.18E+00
             3.600,      1.400,      1.580, 5.18E+00
             3.600,      1.410,      1.580, 5.18E+00
             3.600,      1.420,      1.580, 5.18E+00
             3.600,      1.420,      1.580, 5.18E+00
             3.600,      1.430,      1.580, 5.18E+00
             3.600,      1.440,      1.580, 5.18E+00
             3.600,      1.440,      1.580, 5.18E+00
             3.600,      1.450,      1.580, 5.18E+00
             3.600,      1.480,      1.580, 5.18E+00
             3.600,      1.500,      1.580, 5.18E+00
             3.600,      1.500,      1.580, 5.18E+00
             3.600,      1.520,      1.580, 5.18E+00
             3.600,      1.600,      1.580, 5.18E+00
             3.600,      1.380,      1.590, 5.19E+00
             3.600,      1.390,      1.590, 5.19E+00
             3.600,      1.400,      1.590, 5.19E+00
             3.600,      1.410,      1.590, 5.19E+00
             3.600,      1.420,      1.590, 5.19E+00
             3.600,      1.430,      1.590, 5.19E+00
             3.600,      1.440,      1.590, 5.19E+00
             3.600,      1.450,      1.590, 5.19E+00
             3.600,      1.000,      1.600, 5.20E+00
             3.600,      1.100,      1.600, 5.20E+00
             3.600,      1.100,      1.600, 5.20E+00
             3.600,      1.100,      1.600, 5.20E+00
             3.600,      1.200,      1.600, 5.20E+00
             3.600,      1.200,      1.600, 5.20E+00
             3.600,      1.200,      1.600, 5.20E+00
             3.600,      1.300,      1.600, 5.20E+00
             3.600,      1.300,      1.600, 5.20E+00
             3.600,      1.300,      1.600, 5.20E+00
             3.600,      1.380,      1.600, 5.20E+00
             3.600,      1.380,      1.600, 5.20E+00
             3.600,      1.390,      1.600, 5.20E+00
             3.600,      1.400,      1.600, 5.20E+00
             3.600,      1.400,      1.600, 5.20E+00
             3.600,      1.400,      1.600, 5.20E+00
             3.600,      1.400,      1.600, 5.20E+00
             3.600,      1.400,      1.600, 5.20E+00
             3.600,      1.410,      1.600, 5.20E+00
             3.600,      1.420,      1.600, 5.20E+00
             3.600,      1.420,      1.600, 5.20E+00
             3.600,      1.430,      1.600, 5.20E+00
             3.600,      1.440,      1.600, 5.20E+00
             3.600,      1.440,      1.600, 5.20E+00
             3.600,      1.450,      1.600, 5.20E+00
             3.600,      1.480,      1.600, 5.20E+00
             3.600,      1.500,      1.600, 5.20E+00
             3.600,      1.500,      1.600, 5.20E+00
             3.600,      1.500,      1.600, 5.20E+00
             3.600,      1.500,      1.600, 5.20E+00
             3.600,      1.520,      1.600, 5.20E+00
             3.600,      1.600,      1.600, 5.20E+00
             3.600,      1.600,      1.600, 5.20E+00
             3.600,      1.700,      1.600, 5.20E+00
             3.600,      1.800,      1.600, 5.20E+00
             3.600,      1.380,      1.610, 5.21E+00
             3.600,      1.390,      1.610, 5.21E+00
             3.600,      1.400,      1.610, 5.21E+00
             3.600,      1.410,      1.610, 5.21E+00
             3.600,      1.420,      1.610, 5.21E+00
             3.600,      1.430,      1.610, 5.21E+00
             3.600,      1.440,      1.610, 5.21E+00
             3.600,      1.450,      1.610, 5.21E+00
             3.600,      1.100,      1.620, 5.22E+00
             3.600,      1.200,      1.620, 5.22E+00
             3.600,      1.300,      1.620, 5.22E+00
             3.600,      1.380,      1.620, 5.22E+00
             3.600,      1.380,      1.620, 5.22E+00
             3.600,      1.390,      1.620, 5.22E+00
             3.600,      1.400,      1.620, 5.22E+00
             3.600,      1.400,      1.620, 5.22E+00
             3.600,      1.400,      1.620, 5.22E+00
             3.600,      1.410,      1.620, 5.22E+00
             3.600,      1.420,      1.620, 5.22E+00
             3.600,      1.420,      1.620, 5.22E+00
             3.600,      1.430,      1.620, 5.22E+00
             3.600,      1.440,      1.620, 5.22E+00
             3.600,      1.440,      1.620, 5.22E+00
             3.600,      1.450,      1.620, 5.22E+00
             3.600,      1.480,      1.620, 5.22E+00
             3.600,      1.500,      1.620, 5.22E+00
             3.600,      1.500,      1.620, 5.22E+00
             3.600,      1.520,      1.620, 5.22E+00
             3.600,      1.600,      1.620, 5.22E+00
             3.600,      1.100,      1.640, 5.24E+00
             3.600,      1.200,      1.640, 5.24E+00
             3.600,      1.300,      1.640, 5.24E+00
             3.600,      1.380,      1.640, 5.24E+00
             3.600,      1.380,      1.640, 5.24E+00
             3.600,      1.390,      1.640, 5.24E+00
             3.600,      1.400,      1.640, 5.24E+00
             3.600,      1.400,      1.640, 5.24E+00
             3.600,      1.400,      1.640, 5.24E+00
             3.600,      1.410,      1.640, 5.24E+00
             3.600,      1.420,      1.640, 5.24E+00
             3.600,      1.420,      1.640, 5.24E+00
             3.600,      1.430,      1.640, 5.24E+00
             3.600,      1.440,      1.640, 5.24E+00
             3.600,      1.440,      1.640, 5.24E+00
             3.600,      1.450,      1.640, 5.24E+00
             3.600,      1.480,      1.640, 5.24E+00
             3.600,      1.500,      1.640, 5.24E+00
             3.600,      1.500,      1.640, 5.24E+00
             3.600,      1.520,      1.640, 5.24E+00
             3.600,      1.600,      1.640, 5.24E+00
             3.600,      1.100,      1.680, 5.28E+00
             3.600,      1.200,      1.680, 5.28E+00
             3.600,      1.300,      1.680, 5.28E+00
             3.600,      1.380,      1.680, 5.28E+00
             3.600,      1.400,      1.680, 5.28E+00
             3.600,      1.400,      1.680, 5.28E+00
             3.600,      1.420,      1.680, 5.28E+00
             3.600,      1.440,      1.680, 5.28E+00
             3.600,      1.480,      1.680, 5.28E+00
             3.600,      1.500,      1.680, 5.28E+00
             3.600,      1.500,      1.680, 5.28E+00
             3.600,      1.520,      1.680, 5.28E+00
             3.600,      1.600,      1.680, 5.28E+00
             3.600,      1.000,      1.700, 5.30E+00
             3.600,      1.100,      1.700, 5.30E+00
             3.600,      1.100,      1.700, 5.30E+00
             3.600,      1.100,      1.700, 5.30E+00
             3.600,      1.200,      1.700, 5.30E+00
             3.600,      1.200,      1.700, 5.30E+00
             3.600,      1.200,      1.700, 5.30E+00
             3.600,      1.300,      1.700, 5.30E+00
             3.600,      1.300,      1.700, 5.30E+00
             3.600,      1.300,      1.700, 5.30E+00
             3.600,      1.380,      1.700, 5.30E+00
             3.600,      1.400,      1.700, 5.30E+00
             3.600,      1.400,      1.700, 5.30E+00
             3.600,      1.400,      1.700, 5.30E+00
             3.600,      1.400,      1.700, 5.30E+00
             3.600,      1.420,      1.700, 5.30E+00
             3.600,      1.440,      1.700, 5.30E+00
             3.600,      1.480,      1.700, 5.30E+00
             3.600,      1.500,      1.700, 5.30E+00
             3.600,      1.500,      1.700, 5.30E+00
             3.600,      1.500,      1.700, 5.30E+00
             3.600,      1.500,      1.700, 5.30E+00
             3.600,      1.520,      1.700, 5.30E+00
             3.600,      1.600,      1.700, 5.30E+00
             3.600,      1.600,      1.700, 5.30E+00
             3.600,      1.700,      1.700, 5.30E+00
             3.600,      1.800,      1.700, 5.30E+00
             3.600,      1.100,      1.720, 5.32E+00
             3.600,      1.200,      1.720, 5.32E+00
             3.600,      1.300,      1.720, 5.32E+00
             3.600,      1.380,      1.720, 5.32E+00
             3.600,      1.400,      1.720, 5.32E+00
             3.600,      1.400,      1.720, 5.32E+00
             3.600,      1.420,      1.720, 5.32E+00
             3.600,      1.440,      1.720, 5.32E+00
             3.600,      1.480,      1.720, 5.32E+00
             3.600,      1.500,      1.720, 5.32E+00
             3.600,      1.500,      1.720, 5.32E+00
             3.600,      1.520,      1.720, 5.32E+00
             3.600,      1.600,      1.720, 5.32E+00
             3.600,      1.000,      1.800, 5.40E+00
             3.600,      1.100,      1.800, 5.40E+00
             3.600,      1.100,      1.800, 5.40E+00
             3.600,      1.200,      1.800, 5.40E+00
             3.600,      1.200,      1.800, 5.40E+00
             3.600,      1.300,      1.800, 5.40E+00
             3.600,      1.300,      1.800, 5.40E+00
             3.600,      1.400,      1.800, 5.40E+00
             3.600,      1.400,      1.800, 5.40E+00
             3.600,      1.500,      1.800, 5.40E+00
             3.600,      1.500,      1.800, 5.40E+00
             3.600,      1.600,      1.800, 5.40E+00
             3.600,      1.700,      1.800, 5.40E+00
             3.600,      1.800,      1.800, 5.40E+00
             3.600,      1.000,      1.900, 5.50E+00
             3.600,      1.100,      1.900, 5.50E+00
             3.600,      1.200,      1.900, 5.50E+00
             3.600,      1.300,      1.900, 5.50E+00
             3.600,      1.400,      1.900, 5.50E+00
             3.600,      1.500,      1.900, 5.50E+00
             3.600,      1.000,      2.000, 5.60E+00
             3.600,      1.100,      2.000, 5.60E+00
             3.600,      1.200,      2.000, 5.60E+00
             3.600,      1.300,      2.000, 5.60E+00
             3.600,      1.400,      2.000, 5.60E+00
             3.600,      1.500,      2.000, 5.60E+00
             3.700,      1.000,      1.500, 5.20E+00
             3.700,      1.100,      1.500, 5.20E+00
             3.700,      1.200,      1.500, 5.20E+00
             3.700,      1.300,      1.500, 5.20E+00
             3.700,      1.400,      1.500, 5.20E+00
             3.700,      1.500,      1.500, 5.20E+00
             3.700,      1.100,      1.580, 5.28E+00
             3.700,      1.200,      1.580, 5.28E+00
             3.700,      1.300,      1.580, 5.28E+00
             3.700,      1.380,      1.580, 5.28E+00
             3.700,      1.380,      1.580, 5.28E+00
             3.700,      1.390,      1.580, 5.28E+00
             3.700,      1.400,      1.580, 5.28E+00
             3.700,      1.400,      1.580, 5.28E+00
             3.700,      1.400,      1.580, 5.28E+00
             3.700,      1.410,      1.580, 5.28E+00
             3.700,      1.420,      1.580, 5.28E+00
             3.700,      1.420,      1.580, 5.28E+00
             3.700,      1.430,      1.580, 5.28E+00
             3.700,      1.440,      1.580, 5.28E+00
             3.700,      1.440,      1.580, 5.28E+00
             3.700,      1.450,      1.580, 5.28E+00
             3.700,      1.480,      1.580, 5.28E+00
             3.700,      1.500,      1.580, 5.28E+00
             3.700,      1.500,      1.580, 5.28E+00
             3.700,      1.520,      1.580, 5.28E+00
             3.700,      1.600,      1.580, 5.28E+00
             3.700,      1.380,      1.590, 5.29E+00
             3.700,      1.390,      1.590, 5.29E+00
             3.700,      1.400,      1.590, 5.29E+00
             3.700,      1.410,      1.590, 5.29E+00
             3.700,      1.420,      1.590, 5.29E+00
             3.700,      1.430,      1.590, 5.29E+00
             3.700,      1.440,      1.590, 5.29E+00
             3.700,      1.450,      1.590, 5.29E+00
             3.700,      1.000,      1.600, 5.30E+00
             3.700,      1.100,      1.600, 5.30E+00
             3.700,      1.100,      1.600, 5.30E+00
             3.700,      1.200,      1.600, 5.30E+00
             3.700,      1.200,      1.600, 5.30E+00
             3.700,      1.300,      1.600, 5.30E+00
             3.700,      1.300,      1.600, 5.30E+00
             3.700,      1.380,      1.600, 5.30E+00
             3.700,      1.380,      1.600, 5.30E+00
             3.700,      1.390,      1.600, 5.30E+00
             3.700,      1.400,      1.600, 5.30E+00
             3.700,      1.400,      1.600, 5.30E+00
             3.700,      1.400,      1.600, 5.30E+00
             3.700,      1.400,      1.600, 5.30E+00
             3.700,      1.410,      1.600, 5.30E+00
             3.700,      1.420,      1.600, 5.30E+00
             3.700,      1.420,      1.600, 5.30E+00
             3.700,      1.430,      1.600, 5.30E+00
             3.700,      1.440,      1.600, 5.30E+00
             3.700,      1.440,      1.600, 5.30E+00
             3.700,      1.450,      1.600, 5.30E+00
             3.700,      1.480,      1.600, 5.30E+00
             3.700,      1.500,      1.600, 5.30E+00
             3.700,      1.500,      1.600, 5.30E+00
             3.700,      1.500,      1.600, 5.30E+00
             3.700,      1.520,      1.600, 5.30E+00
             3.700,      1.600,      1.600, 5.30E+00
             3.700,      1.380,      1.610, 5.31E+00
             3.700,      1.390,      1.610, 5.31E+00
             3.700,      1.400,      1.610, 5.31E+00
             3.700,      1.410,      1.610, 5.31E+00
             3.700,      1.420,      1.610, 5.31E+00
             3.700,      1.430,      1.610, 5.31E+00
             3.700,      1.440,      1.610, 5.31E+00
             3.700,      1.450,      1.610, 5.31E+00
             3.700,      1.100,      1.620, 5.32E+00
             3.700,      1.200,      1.620, 5.32E+00
             3.700,      1.300,      1.620, 5.32E+00
             3.700,      1.380,      1.620, 5.32E+00
             3.700,      1.380,      1.620, 5.32E+00
             3.700,      1.390,      1.620, 5.32E+00
             3.700,      1.400,      1.620, 5.32E+00
             3.700,      1.400,      1.620, 5.32E+00
             3.700,      1.400,      1.620, 5.32E+00
             3.700,      1.410,      1.620, 5.32E+00
             3.700,      1.420,      1.620, 5.32E+00
             3.700,      1.420,      1.620, 5.32E+00
             3.700,      1.430,      1.620, 5.32E+00
             3.700,      1.440,      1.620, 5.32E+00
             3.700,      1.440,      1.620, 5.32E+00
             3.700,      1.450,      1.620, 5.32E+00
             3.700,      1.480,      1.620, 5.32E+00
             3.700,      1.500,      1.620, 5.32E+00
             3.700,      1.500,      1.620, 5.32E+00
             3.700,      1.520,      1.620, 5.32E+00
             3.700,      1.600,      1.620, 5.32E+00
             3.700,      1.100,      1.640, 5.34E+00
             3.700,      1.200,      1.640, 5.34E+00
             3.700,      1.300,      1.640, 5.34E+00
             3.700,      1.380,      1.640, 5.34E+00
             3.700,      1.380,      1.640, 5.34E+00
             3.700,      1.390,      1.640, 5.34E+00
             3.700,      1.400,      1.640, 5.34E+00
             3.700,      1.400,      1.640, 5.34E+00
             3.700,      1.400,      1.640, 5.34E+00
             3.700,      1.410,      1.640, 5.34E+00
             3.700,      1.420,      1.640, 5.34E+00
             3.700,      1.420,      1.640, 5.34E+00
             3.700,      1.430,      1.640, 5.34E+00
             3.700,      1.440,      1.640, 5.34E+00
             3.700,      1.440,      1.640, 5.34E+00
             3.700,      1.450,      1.640, 5.34E+00
             3.700,      1.480,      1.640, 5.34E+00
             3.700,      1.500,      1.640, 5.34E+00
             3.700,      1.500,      1.640, 5.34E+00
             3.700,      1.520,      1.640, 5.34E+00
             3.700,      1.600,      1.640, 5.34E+00
             3.700,      1.100,      1.680, 5.38E+00
             3.700,      1.200,      1.680, 5.38E+00
             3.700,      1.300,      1.680, 5.38E+00
             3.700,      1.380,      1.680, 5.38E+00
             3.700,      1.400,      1.680, 5.38E+00
             3.700,      1.400,      1.680, 5.38E+00
             3.700,      1.420,      1.680, 5.38E+00
             3.700,      1.440,      1.680, 5.38E+00
             3.700,      1.480,      1.680, 5.38E+00
             3.700,      1.500,      1.680, 5.38E+00
             3.700,      1.500,      1.680, 5.38E+00
             3.700,      1.520,      1.680, 5.38E+00
             3.700,      1.600,      1.680, 5.38E+00
             3.700,      1.000,      1.700, 5.40E+00
             3.700,      1.100,      1.700, 5.40E+00
             3.700,      1.100,      1.700, 5.40E+00
             3.700,      1.200,      1.700, 5.40E+00
             3.700,      1.200,      1.700, 5.40E+00
             3.700,      1.300,      1.700, 5.40E+00
             3.700,      1.300,      1.700, 5.40E+00
             3.700,      1.380,      1.700, 5.40E+00
             3.700,      1.400,      1.700, 5.40E+00
             3.700,      1.400,      1.700, 5.40E+00
             3.700,      1.400,      1.700, 5.40E+00
             3.700,      1.420,      1.700, 5.40E+00
             3.700,      1.440,      1.700, 5.40E+00
             3.700,      1.480,      1.700, 5.40E+00
             3.700,      1.500,      1.700, 5.40E+00
             3.700,      1.500,      1.700, 5.40E+00
             3.700,      1.500,      1.700, 5.40E+00
             3.700,      1.520,      1.700, 5.40E+00
             3.700,      1.600,      1.700, 5.40E+00
             3.700,      1.100,      1.720, 5.42E+00
             3.700,      1.200,      1.720, 5.42E+00
             3.700,      1.300,      1.720, 5.42E+00
             3.700,      1.380,      1.720, 5.42E+00
             3.700,      1.400,      1.720, 5.42E+00
             3.700,      1.400,      1.720, 5.42E+00
             3.700,      1.420,      1.720, 5.42E+00
             3.700,      1.440,      1.720, 5.42E+00
             3.700,      1.480,      1.720, 5.42E+00
             3.700,      1.500,      1.720, 5.42E+00
             3.700,      1.500,      1.720, 5.42E+00
             3.700,      1.520,      1.720, 5.42E+00
             3.700,      1.600,      1.720, 5.42E+00
             3.700,      1.000,      1.800, 5.50E+00
             3.700,      1.100,      1.800, 5.50E+00
             3.700,      1.200,      1.800, 5.50E+00
             3.700,      1.300,      1.800, 5.50E+00
             3.700,      1.400,      1.800, 5.50E+00
             3.700,      1.500,      1.800, 5.50E+00
             3.700,      1.000,      1.900, 5.60E+00
             3.700,      1.100,      1.900, 5.60E+00
             3.700,      1.200,      1.900, 5.60E+00
             3.700,      1.300,      1.900, 5.60E+00
             3.700,      1.400,      1.900, 5.60E+00
             3.700,      1.500,      1.900, 5.60E+00
             3.700,      1.000,      2.000, 5.70E+00
             3.700,      1.100,      2.000, 5.70E+00
             3.700,      1.200,      2.000, 5.70E+00
             3.700,      1.300,      2.000, 5.70E+00
             3.700,      1.400,      2.000, 5.70E+00
             3.700,      1.500,      2.000, 5.70E+00
             3.800,      1.000,      1.500, 5.30E+00
             3.800,      1.100,      1.500, 5.30E+00
             3.800,      1.200,      1.500, 5.30E+00
             3.800,      1.300,      1.500, 5.30E+00
             3.800,      1.400,      1.500, 5.30E+00
             3.800,      1.500,      1.500, 5.30E+00
             3.800,      1.100,      1.580, 5.38E+00
             3.800,      1.200,      1.580, 5.38E+00
             3.800,      1.300,      1.580, 5.38E+00
             3.800,      1.380,      1.580, 5.38E+00
             3.800,      1.380,      1.580, 5.38E+00
             3.800,      1.390,      1.580, 5.38E+00
             3.800,      1.400,      1.580, 5.38E+00
             3.800,      1.400,      1.580, 5.38E+00
             3.800,      1.400,      1.580, 5.38E+00
             3.800,      1.410,      1.580, 5.38E+00
             3.800,      1.420,      1.580, 5.38E+00
             3.800,      1.420,      1.580, 5.38E+00
             3.800,      1.430,      1.580, 5.38E+00
             3.800,      1.440,      1.580, 5.38E+00
             3.800,      1.440,      1.580, 5.38E+00
             3.800,      1.450,      1.580, 5.38E+00
             3.800,      1.480,      1.580, 5.38E+00
             3.800,      1.500,      1.580, 5.38E+00
             3.800,      1.500,      1.580, 5.38E+00
             3.800,      1.520,      1.580, 5.38E+00
             3.800,      1.600,      1.580, 5.38E+00
             3.800,      1.380,      1.590, 5.39E+00
             3.800,      1.390,      1.590, 5.39E+00
             3.800,      1.400,      1.590, 5.39E+00
             3.800,      1.410,      1.590, 5.39E+00
             3.800,      1.420,      1.590, 5.39E+00
             3.800,      1.430,      1.590, 5.39E+00
             3.800,      1.440,      1.590, 5.39E+00
             3.800,      1.450,      1.590, 5.39E+00
             3.800,      1.000,      1.600, 5.40E+00
             3.800,      1.100,      1.600, 5.40E+00
             3.800,      1.100,      1.600, 5.40E+00
             3.800,      1.200,      1.600, 5.40E+00
             3.800,      1.200,      1.600, 5.40E+00
             3.800,      1.300,      1.600, 5.40E+00
             3.800,      1.300,      1.600, 5.40E+00
             3.800,      1.380,      1.600, 5.40E+00
             3.800,      1.380,      1.600, 5.40E+00
             3.800,      1.390,      1.600, 5.40E+00
             3.800,      1.400,      1.600, 5.40E+00
